id;data_inversa;dia_semana;horario;uf;municipio;ITEM;GRUPO_ITEM;Primeira_Doação;idade;sexo;QTD;TIPO_ONG;ID_ONG
606884;12/06/2025;quarta-feira;00:10:00;SP;CAJATI;Fralda;Higiene;Não;50;Masculino;2;ONG;3,64319E+12
606967;12/06/2025;quarta-feira;13:10:00;SP;MAIRIPORA;Camisa Manga Longa;Roupa;Não;54;Masculino;24;ONG;5,89764E+13
606967;12/06/2025;quarta-feira;13:10:00;SP;MAIRIPORA;Camisa Manga Longa;Roupa;Não;35;Masculino;4;ONG;5,89764E+13
607198;13/06/2025;quinta-feira;13:15:00;SP;LINS;Lençois;Itens de Casa;Não;56;Masculino;12;ONG;6,22076E+13
607198;13/06/2025;quinta-feira;13:15:00;SP;LINS;Lençois;Itens de Casa;Não;22;Masculino;16;ONG;6,22076E+13
607248;13/06/2025;quinta-feira;19:00:00;SP;SAO LOURENCO DA SERRA;Pasta de dente;Higiene;Não;15;Masculino;6;ONG;33766000172
607290;13/06/2025;quinta-feira;21:45:00;SP;LAVRINHAS;Fralda;Higiene;Não;19;Masculino;29;ONG;4,75514E+13
607307;13/06/2025;quinta-feira;22:45:00;SP;ATIBAIA;Pasta de dente;Higiene;Sim;34;Masculino;7;ONG;4,17847E+12
607324;14/06/2025;sexta-feira;02:50:00;SP;ITAPECERICA DA SERRA;Camisa Manga Longa;Roupa;Não;57;Masculino;31;ONG;6,10041E+13
607354;14/06/2025;sexta-feira;07:30:00;SP;EMBU DAS ARTES;Camisa Manga Longa;Roupa;Sim;38;Feminino;12;ONG;4,68773E+13
607386;14/06/2025;sexta-feira;09:28:00;SP;LORENA;Camisa Manga Longa;Roupa;Sim;66;Masculino;21;ONG;7,44741E+12
607478;14/06/2025;sexta-feira;18:09:00;SP;EMBU DAS ARTES;Camisa Manga Longa;Roupa;Não;67;Masculino;3;ONG;4,68773E+13
607492;14/06/2025;sexta-feira;17:45:00;SP;ITAPECERICA DA SERRA;Camisa Polo;Roupa;Não;60;Masculino;47;ONG;6,10041E+13
607556;15/08/2025;sábado;00:59:00;SP;SAO LOURENCO DA SERRA;Camisa Manga Longa;Roupa;Não;15;Masculino;35;ONG;33766000172
607556;15/08/2025;sábado;00:59:00;SP;SAO LOURENCO DA SERRA;Camisa Manga Longa;Roupa;Não;72;Feminino;45;ONG;33766000172
607590;15/08/2025;sábado;05:04:00;SP;JACAREI;Fralda;Higiene;Não;74;Masculino;21;ONG;7,41645E+12
607641;15/08/2025;sábado;11:00:00;SP;SANTA ISABEL;Sabonete;Higiene;Não;60;Masculino;24;ONG;1,89857E+13
607904;16/06/2025;domingo;11:50:00;SP;CAJATI;Camisa Manga Longa;Roupa;Não;26;Masculino;13;ONG;3,64319E+12
607972;16/06/2025;domingo;19:05:00;SP;SAO LOURENCO DA SERRA;Camisa Manga Longa;Roupa;Não;53;Masculino;9;ONG;33766000172
607997;16/06/2025;domingo;20:35:00;SP;OCAUCU;Pasta de dente;Higiene;Não;56;Masculino;22;ONG;5,32141E+13
608126;17/06/2025;segunda-feira;09:30:00;SP;SAO JOSE DOS CAMPOS;Cobertos;Itens de Casa;Sim;39;Masculino;2;ONG;3,39156E+13
608250;17/06/2025;segunda-feira;19:20:00;SP;NOVA GRANADA;Escova de Dentes Adulto;Objetos;Não;36;Masculino;11;ONG;1,10882E+13
608392;18/06/2025;terça-feira;16:30:00;SP;BRAGANCA PAULISTA;Camisa Manga Longa;Roupa;Não;67;Masculino;7;ONG;5,15227E+13
608392;18/06/2025;terça-feira;16:30:00;SP;BRAGANCA PAULISTA;Camisa Manga Longa;Roupa;Não;54;Masculino;13;ONG;5,15227E+13
608535;19/06/2025;quarta-feira;08:20:00;SP;SAO PAULO;Camisa Manga Longa;Roupa;Sim;24;Masculino;21;ONG;5,07877E+13
608636;19/06/2025;quarta-feira;11:15:00;SP;QUELUZ;Sabonete;Higiene;Sim;61;Masculino;36;ONG;5,56621E+13
608695;20/06/2025;quinta-feira;05:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;43;Masculino;4;ONG;1,20784E+13
608695;20/06/2025;quinta-feira;05:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;68;Masculino;22;ONG;1,20784E+13
608695;20/06/2025;quinta-feira;05:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;24;Masculino;25;ONG;1,20784E+13
608712;20/06/2025;quinta-feira;07:20:00;SP;JACAREI;Cobertos;Itens de Casa;Não;51;Masculino;25;ONG;7,41645E+12
608712;20/06/2025;quinta-feira;07:20:00;SP;JACAREI;Cobertos;Itens de Casa;Não;22;Masculino;28;ONG;7,41645E+12
608717;20/06/2025;quinta-feira;07:30:00;SP;ITAPECERICA DA SERRA;Camisa Manga Longa;Roupa;Sim;38;Masculino;30;ONG;6,10041E+13
608728;20/06/2025;quinta-feira;09:00:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;74;Feminino;24;ONG;1,20784E+13
608787;20/06/2025;quinta-feira;15:10:00;SP;JACUPIRANGA;Camisa Manga Longa;Roupa;Não;61;Masculino;10;ONG;7,15531E+13
608792;20/06/2025;quinta-feira;15:28:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Sim;34;Feminino;21;ONG;4,17847E+12
608849;20/06/2025;quinta-feira;19:40:00;SP;JOSE BONIFACIO;Camisa Manga Longa;Roupa;Sim;30;Masculino;29;ONG;3,4145E+13
608901;21/06/2025;sexta-feira;05:15:00;SP;JUQUITIBA;Camisa Manga Longa;Roupa;Não;58;Feminino;19;ONG;4,5587E+13
608991;21/06/2025;sexta-feira;12:45:00;SP;JUQUIA;Não Pereciveis;Alimentação;Sim;46;Feminino;9;ONG;4,48813E+13
609180;22/06/2025;sábado;02:20:00;SP;CAJATI;Fralda;Higiene;Sim;27;Masculino;32;ONG;3,64319E+12
609181;22/06/2025;sábado;06:40:00;SP;ONDA VERDE;Leite em Pó;Alimentação;Não;73;Masculino;33;ONG;4,08847E+12
609317;22/06/2025;sábado;18:30:00;SP;TAUBATE;Não Pereciveis;Alimentação;Sim;72;Masculino;6;ONG;5,43387E+13
609491;23/06/2025;domingo;13:00:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Não;55;Masculino;26;ONG;1,20784E+13
609508;23/06/2025;domingo;15:20:00;SP;MIRACATU;Camisa Manga Longa;Roupa;Não;37;Masculino;26;ONG;6,16012E+13
609672;24/06/2025;segunda-feira;08:10:00;SP;BRAGANCA PAULISTA;Fralda;Higiene;Sim;67;Masculino;41;ONG;5,15227E+13
609683;24/06/2025;segunda-feira;10:00:00;SP;GUARULHOS;Papel Higiênico;Higiene;Sim;58;Masculino;46;ONG;1,20784E+13
609688;24/06/2025;segunda-feira;10:55:00;SP;ATIBAIA;Não Pereciveis;Alimentação;Sim;67;Masculino;42;ONG;4,17847E+12
609688;24/06/2025;segunda-feira;10:55:00;SP;ATIBAIA;Não Pereciveis;Alimentação;Sim;15;Masculino;33;ONG;4,17847E+12
609793;24/06/2025;segunda-feira;18:55:00;SP;MIRACATU;Camisa Manga Longa;Roupa;Sim;43;Masculino;5;ONG;6,16012E+13
609793;24/06/2025;segunda-feira;18:55:00;SP;MIRACATU;Camisa Manga Longa;Roupa;Sim;24;Masculino;20;ONG;6,16012E+13
609806;24/06/2025;segunda-feira;20:20:00;SP;MAIRIPORA;Sabonete;Higiene;Sim;24;Masculino;17;ONG;5,89764E+13
609806;24/06/2025;segunda-feira;20:20:00;SP;MAIRIPORA;Sabonete;Higiene;Sim;73;Masculino;48;ONG;5,89764E+13
609857;25/06/2025;terça-feira;00:20:00;SP;CAJATI;Escova de Dentes Adulto;Objetos;Não;62;Masculino;44;ONG;3,64319E+12
609884;25/06/2025;terça-feira;08:20:00;SP;BADY BASSITT;Camisa Manga Longa;Roupa;Sim;21;Masculino;21;ONG;2,93938E+13
609915;25/06/2025;terça-feira;08:00:00;SP;SAO PAULO;Sabonete;Higiene;Não;54;Feminino;11;ONG;5,07877E+13
610153;26/06/2025;quarta-feira;11:00:00;SP;SAO PAULO;Camisa Manga Longa;Roupa;Sim;55;Masculino;27;ONG;5,07877E+13
610183;11/06/2025;terça-feira;21:50:00;SP;CAJATI;Papel Higiênico;Higiene;Não;67;Masculino;39;ONG;3,64319E+12
610266;26/06/2025;quarta-feira;23:20:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Não;66;Masculino;31;ONG;5,07877E+13
610267;26/06/2025;quarta-feira;21:55:00;SP;BARRA DO TURVO;Pasta de dente;Higiene;Não;56;Masculino;18;ONG;6,02949E+12
610291;27/06/2025;quinta-feira;05:15:00;SP;SAO JOSE DO RIO PRETO;Camisa Manga Longa;Roupa;Sim;60;Masculino;22;ONG;3,58934E+12
610326;27/06/2025;quinta-feira;07:50:00;SP;CAJATI;Fralda;Higiene;Não;70;Masculino;18;ONG;3,64319E+12
610368;27/06/2025;quinta-feira;11:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;26;Feminino;17;ONG;1,20784E+13
610454;27/06/2025;quinta-feira;19:15:00;SP;NOVA GRANADA;Escova de Dentes Adulto;Objetos;Sim;33;Masculino;25;ONG;1,10882E+13
610456;27/06/2025;quinta-feira;18:27:00;SP;CANAS;Água;Alimentação;Não;72;Feminino;42;ONG;5,77411E+13
610476;27/06/2025;quinta-feira;21:05:00;SP;CAJATI;Fralda;Higiene;Não;38;Masculino;9;ONG;3,64319E+12
610492;28/06/2025;sexta-feira;01:50:00;SP;PINDAMONHANGABA;Papel Higiênico;Higiene;Não;52;Feminino;22;ONG;1,68046E+12
610501;28/06/2025;sexta-feira;04:10:00;SP;CACAPAVA;Sabonete;Higiene;Sim;18;Masculino;3;ONG;8,37931E+12
610502;28/06/2025;sexta-feira;04:40:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;28;Masculino;13;ONG;1,20784E+13
610503;27/06/2025;quinta-feira;23:30:00;SP;SAO PAULO;Sabonete;Higiene;Sim;53;Masculino;19;ONG;5,07877E+13
610574;28/06/2025;sexta-feira;11:50:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;58;Feminino;16;ONG;1,20784E+13
610660;28/06/2025;sexta-feira;18:40:00;SP;TAUBATE;Camisa Manga Longa;Roupa;Não;35;Masculino;17;ONG;5,43387E+13
610707;28/06/2025;sexta-feira;23:15:00;SP;APARECIDA;Sabonete;Higiene;Não;58;Masculino;24;ONG;4,39986E+13
611012;30/06/2025;domingo;08:45:00;SP;CAJATI;Fralda;Higiene;Não;54;Feminino;49;ONG;3,64319E+12
611012;30/06/2025;domingo;08:45:00;SP;CAJATI;Fralda;Higiene;Não;66;Masculino;18;ONG;3,64319E+12
611053;30/06/2025;domingo;14:30:00;SP;MAIRIPORA;Fralda;Higiene;Não;75;Masculino;3;ONG;5,89764E+13
611183;01/07/2025;segunda-feira;03:30:00;SP;TAUBATE;Camisa Manga Longa;Roupa;Não;48;Feminino;43;ONG;5,43387E+13
611256;01/07/2025;segunda-feira;11:05:00;SP;SAO JOSE DOS CAMPOS;Não Pereciveis;Alimentação;Sim;74;Masculino;21;ONG;3,39156E+13
611315;01/07/2025;segunda-feira;16:00:00;SP;SAO JOSE DOS CAMPOS;Lençois;Itens de Casa;Sim;63;Masculino;41;ONG;3,39156E+13
611366;01/07/2025;segunda-feira;11:40:00;SP;CAJATI;Fralda;Higiene;Não;27;Masculino;40;ONG;3,64319E+12
611497;21/03/2025;quinta-feira;06:20:00;SP;SAO PEDRO DO TURVO;Fralda;Higiene;Não;33;Masculino;46;ONG;1,02394E+13
611505;02/07/2025;terça-feira;14:40:00;SP;TAUBATE;Camisa Manga Longa;Roupa;Não;70;Masculino;31;ONG;5,43387E+13
611521;02/07/2025;terça-feira;16:15:00;SP;SAO LOURENCO DA SERRA;Camisa Manga Longa;Roupa;Não;57;Feminino;30;ONG;33766000172
611620;02/07/2025;terça-feira;23:45:00;SP;CACHOEIRA PAULISTA;Camisa Manga Longa;Roupa;Não;73;Masculino;16;ONG;3,57251E+12
611628;06/08/2025;quarta-feira;05:00:00;SP;JACAREI;Lençois;Itens de Casa;Sim;67;Masculino;35;ONG;7,41645E+12
611708;06/08/2025;quarta-feira;10:40:00;SP;MARILIA;Fralda;Higiene;Não;74;Masculino;48;ONG;4,98966E+13
611712;06/08/2025;quarta-feira;05:00:00;SP;CACAPAVA;Não Pereciveis;Alimentação;Não;59;Masculino;13;ONG;8,37931E+12
611712;06/08/2025;quarta-feira;05:00:00;SP;CACAPAVA;Não Pereciveis;Alimentação;Não;19;Masculino;26;ONG;8,37931E+12
611715;06/08/2025;quarta-feira;05:10:00;SP;TAUBATE;Não Pereciveis;Alimentação;Sim;52;Masculino;22;ONG;5,43387E+13
611715;06/08/2025;quarta-feira;05:10:00;SP;TAUBATE;Não Pereciveis;Alimentação;Sim;71;Masculino;48;ONG;5,43387E+13
611732;15/04/2025;segunda-feira;07:35:00;SP;JACAREI;Camisa Manga Longa;Roupa;Não;63;Masculino;11;ONG;7,41645E+12
611732;15/04/2025;segunda-feira;07:35:00;SP;JACAREI;Camisa Manga Longa;Roupa;Não;27;Feminino;23;ONG;7,41645E+12
611732;15/04/2025;segunda-feira;07:35:00;SP;JACAREI;Camisa Manga Longa;Roupa;Não;34;Feminino;42;ONG;7,41645E+12
611732;15/04/2025;segunda-feira;07:35:00;SP;JACAREI;Camisa Manga Longa;Roupa;Não;32;Masculino;45;ONG;7,41645E+12
611732;15/04/2025;segunda-feira;07:35:00;SP;JACAREI;Camisa Manga Longa;Roupa;Não;57;Masculino;30;ONG;7,41645E+12
611791;06/08/2025;quarta-feira;18:20:00;SP;SAO JOSE DOS CAMPOS;Camisa Manga Longa;Roupa;Sim;19;Masculino;10;ONG;3,39156E+13
611831;06/08/2025;quarta-feira;20:55:00;SP;EMBU DAS ARTES;Não Pereciveis;Alimentação;Sim;58;Feminino;25;ONG;4,68773E+13
611934;04/07/2025;quinta-feira;10:15:00;SP;SAO PAULO;Não Pereciveis;Alimentação;Sim;20;Masculino;3;ONG;5,07877E+13
611956;04/07/2025;quinta-feira;13:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Sim;74;Masculino;42;ONG;1,20784E+13
612065;05/07/2025;sexta-feira;00:20:00;SP;SAO JOSE DOS CAMPOS;Papel Higiênico;Higiene;Sim;62;Masculino;4;ONG;3,39156E+13
612065;05/07/2025;sexta-feira;00:20:00;SP;SAO JOSE DOS CAMPOS;Papel Higiênico;Higiene;Sim;64;Masculino;41;ONG;3,39156E+13
612133;05/07/2025;sexta-feira;10:00:00;SP;UBARANA;Papel Higiênico;Higiene;Não;46;Masculino;23;ONG;3,67174E+12
612436;06/07/2025;sábado;09:50:00;SP;ITAPECERICA DA SERRA;Não Pereciveis;Alimentação;Sim;75;Masculino;28;ONG;6,10041E+13
612436;06/07/2025;sábado;09:50:00;SP;ITAPECERICA DA SERRA;Não Pereciveis;Alimentação;Sim;36;Feminino;11;ONG;6,10041E+13
612698;07/07/2025;domingo;03:20:00;SP;BARRA DO TURVO;Papel Higiênico;Higiene;Não;73;Masculino;6;ONG;6,02949E+12
612866;07/07/2025;domingo;19:15:00;SP;MARILIA;Lenço Umedecido;Higiene;Não;67;Masculino;39;ONG;4,98966E+13
612939;08/07/2025;segunda-feira;05:40:00;SP;JUQUITIBA;Papel Higiênico;Higiene;Sim;35;Masculino;23;ONG;4,5587E+13
613099;08/07/2025;segunda-feira;20:00:00;SP;ARUJA;Não Pereciveis;Alimentação;Não;16;Masculino;6;ONG;2,69623E+13
613101;09/04/2025;terça-feira;22:00:00;SP;BARRA DO TURVO;Fralda;Higiene;Não;63;Masculino;34;ONG;6,02949E+12
613145;09/07/2025;terça-feira;00:00:00;SP;QUELUZ;Não Pereciveis;Alimentação;Não;70;Masculino;43;ONG;5,56621E+13
613145;09/07/2025;terça-feira;00:00:00;SP;QUELUZ;Não Pereciveis;Alimentação;Não;56;Masculino;44;ONG;5,56621E+13
613145;09/07/2025;terça-feira;00:00:00;SP;QUELUZ;Não Pereciveis;Alimentação;Não;70;Feminino;10;ONG;5,56621E+13
613158;09/07/2025;terça-feira;03:53:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Sim;32;Masculino;18;ONG;4,17847E+12
613158;09/07/2025;terça-feira;03:53:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Sim;73;Masculino;46;ONG;4,17847E+12
613159;09/07/2025;terça-feira;04:00:00;SP;SAO JOSE DOS CAMPOS;Camisa Manga Longa;Roupa;Não;39;Masculino;16;ONG;3,39156E+13
613267;09/07/2025;terça-feira;12:40:00;SP;CAJATI;Escova de Dentes Adulto;Objetos;Não;54;Masculino;21;ONG;3,64319E+12
613399;10/07/2025;quarta-feira;06:50:00;SP;QUELUZ;Escova de Dentes Adulto;Objetos;Não;34;Masculino;25;ONG;5,56621E+13
613422;25/04/2025;quinta-feira;21:10:00;SP;SAO LOURENCO DA SERRA;Fralda;Higiene;Não;23;Masculino;10;ONG;33766000172
613448;10/07/2025;quarta-feira;12:00:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Sim;62;Masculino;19;ONG;1,20784E+13
613497;10/07/2025;quarta-feira;16:06:00;SP;SAO PAULO;Fralda;Higiene;Não;59;Masculino;47;ONG;5,07877E+13
613497;10/07/2025;quarta-feira;16:06:00;SP;SAO PAULO;Fralda;Higiene;Não;33;Masculino;20;ONG;5,07877E+13
613625;11/07/2025;quinta-feira;05:29:00;SP;LORENA;Lenço Umedecido;Higiene;Sim;62;Masculino;39;ONG;7,44741E+12
613634;11/07/2025;quinta-feira;06:50:00;SP;CAJATI;Papel Higiênico;Higiene;Não;29;Feminino;26;ONG;3,64319E+12
613676;11/07/2025;quinta-feira;10:45:00;SP;ATIBAIA;Camisa Manga Longa;Roupa;Sim;18;Masculino;7;ONG;4,17847E+12
613680;11/07/2025;quinta-feira;10:00:00;SP;BRAGANCA PAULISTA;Papel Higiênico;Higiene;Não;58;Masculino;43;ONG;5,15227E+13
613721;11/07/2025;quinta-feira;15:45:00;SP;EMBU DAS ARTES;Não Pereciveis;Alimentação;Não;66;Feminino;29;ONG;4,68773E+13
613762;11/07/2025;quinta-feira;17:30:00;SP;TAUBATE;Sabonete;Higiene;Sim;49;Masculino;47;ONG;5,43387E+13
613785;11/07/2025;quinta-feira;20:45:00;SP;ARUJA;Camisa Manga Longa;Roupa;Sim;46;Masculino;27;ONG;2,69623E+13
613802;11/07/2025;quinta-feira;22:22:00;SP;JACAREI;Sabonete;Higiene;Não;32;Masculino;33;ONG;7,41645E+12
614017;12/07/2025;sexta-feira;20:50:00;SP;SANTA ISABEL;Lenço Umedecido;Higiene;Sim;53;Masculino;13;ONG;1,89857E+13
614118;13/07/2025;sábado;09:20:00;SP;CAJATI;Camisa Manga Longa;Roupa;Não;34;Masculino;44;ONG;3,64319E+12
614118;13/07/2025;sábado;09:20:00;SP;CAJATI;Camisa Manga Longa;Roupa;Não;18;Masculino;41;ONG;3,64319E+12
614157;13/07/2025;sábado;13:20:00;SP;SAO PAULO;Escova de Dentes Adulto;Objetos;Não;24;Masculino;25;ONG;5,07877E+13
614157;13/07/2025;sábado;13:20:00;SP;SAO PAULO;Escova de Dentes Adulto;Objetos;Não;40;Masculino;28;ONG;5,07877E+13
614157;13/07/2025;sábado;13:20:00;SP;SAO PAULO;Escova de Dentes Adulto;Objetos;Não;44;Masculino;25;ONG;5,07877E+13
614305;14/07/2025;domingo;05:00:00;SP;MAIRIPORA;Papel Higiênico;Higiene;Não;35;Masculino;6;ONG;5,89764E+13
614305;14/07/2025;domingo;05:00:00;SP;MAIRIPORA;Papel Higiênico;Higiene;Não;44;Masculino;19;ONG;5,89764E+13
614379;14/07/2025;domingo;08:45:00;SP;BARRA DO TURVO;Papel Higiênico;Higiene;Não;52;Masculino;37;ONG;6,02949E+12
614379;14/07/2025;domingo;08:45:00;SP;BARRA DO TURVO;Papel Higiênico;Higiene;Não;71;Feminino;19;ONG;6,02949E+12
614379;14/07/2025;domingo;08:45:00;SP;BARRA DO TURVO;Papel Higiênico;Higiene;Não;40;Feminino;25;ONG;6,02949E+12
614804;08/07/2025;segunda-feira;14:30:00;SP;TAUBATE;Não Pereciveis;Alimentação;Sim;52;Masculino;44;ONG;5,43387E+13
614889;16/07/2025;terça-feira;18:44:00;SP;SAO JOSE DOS CAMPOS;Camisa Manga Longa;Roupa;Não;16;Masculino;29;ONG;3,39156E+13
614911;16/07/2025;terça-feira;21:00:00;SP;MIRACATU;Sabonete;Higiene;Não;65;Feminino;36;ONG;6,16012E+13
614970;17/07/2025;quarta-feira;06:15:00;SP;PINDAMONHANGABA;Fralda;Higiene;Não;54;Masculino;19;ONG;1,68046E+12
615011;17/07/2025;quarta-feira;09:45:00;SP;BARRA DO TURVO;Fralda;Higiene;Não;53;Masculino;11;ONG;6,02949E+12
615024;17/07/2025;quarta-feira;12:05:00;SP;PROMISSAO;Sabonete;Higiene;Não;73;Masculino;24;ONG;5,33082E+13
615024;17/07/2025;quarta-feira;12:05:00;SP;PROMISSAO;Sabonete;Higiene;Não;39;Masculino;11;ONG;5,33082E+13
615061;17/07/2025;quarta-feira;17:30:00;SP;GUARULHOS;Não Pereciveis;Alimentação;Não;61;Masculino;6;ONG;1,20784E+13
615162;18/07/2025;quinta-feira;06:10:00;SP;JUQUITIBA;Fralda;Higiene;Sim;65;Masculino;25;ONG;4,5587E+13
615218;18/07/2025;quinta-feira;10:00:00;SP;GUARATINGUETA;Camisa Manga Longa;Roupa;Sim;64;Masculino;23;ONG;5,45371E+13
615218;18/07/2025;quinta-feira;10:00:00;SP;GUARATINGUETA;Camisa Manga Longa;Roupa;Sim;62;Masculino;48;ONG;5,45371E+13
615218;18/07/2025;quinta-feira;10:00:00;SP;GUARATINGUETA;Camisa Manga Longa;Roupa;Sim;25;Masculino;22;ONG;5,45371E+13
615218;18/07/2025;quinta-feira;10:00:00;SP;GUARATINGUETA;Camisa Manga Longa;Roupa;Sim;48;Masculino;26;ONG;5,45371E+13
615303;18/07/2025;quinta-feira;17:02:00;SP;NOVA GRANADA;Lençois;Itens de Casa;Não;21;Masculino;8;ONG;1,10882E+13
615359;18/07/2025;quinta-feira;23:50:00;SP;SAO JOSE DO RIO PRETO;Papel Higiênico;Higiene;Sim;72;Masculino;32;ONG;3,58934E+12
615509;19/07/2025;sexta-feira;17:00:00;SP;GUARULHOS;Lenço Umedecido;Higiene;Sim;74;Masculino;48;ONG;1,20784E+13
615569;19/07/2025;sexta-feira;21:30:00;SP;CACAPAVA;Camisa Manga Longa;Roupa;Não;31;Feminino;7;ONG;8,37931E+12
615574;19/07/2025;sexta-feira;20:20:00;SP;JUQUITIBA;Não Pereciveis;Alimentação;Não;48;Masculino;2;ONG;4,5587E+13
615637;20/07/2025;sábado;06:30:00;SP;GUARULHOS;Cobertos;Itens de Casa;Não;66;Masculino;49;ONG;1,20784E+13
615929;21/07/2025;domingo;14:10:00;SP;ITAPECERICA DA SERRA;Escova de Dentes Adulto;Objetos;Sim;41;Masculino;34;ONG;6,10041E+13
616197;22/07/2025;segunda-feira;15:20:00;SP;JACI;Lençois;Itens de Casa;Não;74;Masculino;40;ONG;5,32213E+13
616197;22/07/2025;segunda-feira;15:20:00;SP;JACI;Lençois;Itens de Casa;Não;3;Masculino;10;ONG;5,32213E+13
616286;22/07/2025;segunda-feira;23:20:00;SP;PARIQUERA-ACU;Fralda;Higiene;Não;25;Masculino;25;ONG;2,18448E+12
616302;23/07/2025;terça-feira;05:50:00;SP;ITAPECERICA DA SERRA;Cobertos;Itens de Casa;Sim;15;Masculino;43;ONG;6,10041E+13
616305;23/07/2025;terça-feira;00:20:00;SP;CAJATI;Não Pereciveis;Alimentação;Não;33;Masculino;8;ONG;3,64319E+12
616305;23/07/2025;terça-feira;00:20:00;SP;CAJATI;Não Pereciveis;Alimentação;Não;15;Feminino;8;ONG;3,64319E+12
616305;23/07/2025;terça-feira;00:20:00;SP;CAJATI;Não Pereciveis;Alimentação;Não;66;Masculino;43;ONG;3,64319E+12
616487;24/07/2025;quarta-feira;03:15:00;SP;BARRA DO TURVO;Fralda;Higiene;Não;31;Masculino;3;ONG;6,02949E+12
616516;24/07/2025;quarta-feira;05:30:00;SP;BARRA DO TURVO;Fralda;Higiene;Não;48;Masculino;40;ONG;6,02949E+12
616516;24/07/2025;quarta-feira;05:30:00;SP;BARRA DO TURVO;Fralda;Higiene;Não;17;Masculino;21;ONG;6,02949E+12
616516;24/07/2025;quarta-feira;05:30:00;SP;BARRA DO TURVO;Fralda;Higiene;Não;47;Feminino;36;ONG;6,02949E+12
616579;24/07/2025;quarta-feira;14:30:00;SP;EMBU DAS ARTES;Camisa Manga Longa;Roupa;Não;36;Feminino;41;ONG;4,68773E+13
616681;25/07/2025;quinta-feira;00:22:00;SP;CAJATI;Fralda;Higiene;Não;28;Masculino;13;ONG;3,64319E+12
616705;25/07/2025;quinta-feira;04:50:00;SP;REGISTRO;Camisa Manga Longa;Roupa;Não;48;Masculino;29;ONG;3,48884E+12
616705;25/07/2025;quinta-feira;04:50:00;SP;REGISTRO;Camisa Manga Longa;Roupa;Não;58;Masculino;8;ONG;3,48884E+12
616705;25/07/2025;quinta-feira;04:50:00;SP;REGISTRO;Camisa Manga Longa;Roupa;Não;73;Masculino;2;ONG;3,48884E+12
616780;09/01/2025;terça-feira;06:30:00;SP;GUARULHOS;Camisa Manga Longa;Roupa;Não;69;Masculino;19;ONG;1,20784E+13
616924;26/07/2025;sexta-feira;07:30:00;SP;ARUJA;Camisa Manga Longa;Roupa;Não;32;Masculino;23;ONG;2,69623E+13
616946;26/07/2025;sexta-feira;07:50:00;SP;CANAS;Papel Higiênico;Higiene;Não;67;Feminino;39;ONG;5,77411E+13
616980;26/07/2025;sexta-feira;11:30:00;SP;GUAICARA;Lençois;Itens de Casa;Não;15;Masculino;2;ONG;5,57565E+13
617008;26/07/2025;sexta-feira;14:25:00;SP;CACHOEIRA PAULISTA;Camisa Manga Longa;Roupa;Não;28;Masculino;15;ONG;3,57251E+12
617033;26/07/2025;sexta-feira;16:10:00;SP;PINDAMONHANGABA;Camisa Manga Longa;Roupa;Não;31;Masculino;26;ONG;1,68046E+12
617339;27/07/2025;sábado;23:55:00;SP;SAO LOURENCO DA SERRA;Escova de Dentes Adulto;Objetos;Não;36;Masculino;44;ONG;33766000172
617339;27/07/2025;sábado;23:55:00;SP;SAO LOURENCO DA SERRA;Escova de Dentes Adulto;Objetos;Não;75;Masculino;49;ONG;33766000172
617417;28/07/2025;domingo;11:00:00;SP;CAJATI;Escova de Dentes Adulto;Objetos;Não;16;Masculino;31;ONG;3,64319E+12
617463;28/07/2025;domingo;15:30:00;SP;TAUBATE;Não Pereciveis;Alimentação;Não;50;Masculino;2;ONG;5,43387E+13
617468;28/07/2025;domingo;16:00:00;SP;ITAPECERICA DA SERRA;Camisa Manga Longa;Roupa;Sim;51;Masculino;1;ONG;6,10041E+13
617572;28/07/2025;domingo;23:15:00;SP;GUARAREMA;Camisa Manga Longa;Roupa;Não;54;Feminino;50;ONG;5,45371E+13
617611;29/07/2025;segunda-feira;06:45:00;SP;PROMISSAO;Pasta de dente;Higiene;Não;25;Feminino;4;ONG;5,33082E+13
617632;29/07/2025;segunda-feira;06:45:00;SP;PINDAMONHANGABA;Não Pereciveis;Alimentação;Não;41;Masculino;39;ONG;1,68046E+12
617691;29/07/2025;segunda-feira;11:30:00;SP;ITAPECERICA DA SERRA;Lenço Umedecido;Higiene;Sim;52;Masculino;41;ONG;6,10041E+13
617842;25/06/2025;terça-feira;19:40:00;SP;ATIBAIA;Não Pereciveis;Alimentação;Não;42;Masculino;16;ONG;4,17847E+12
