id_equipamento,ibge,uf,cidade,nome,responsavel,telefone,endereco,numero,complemento,referencia,bairro,cep,georef_location,data_atualizacao
22110020382,221100,PI,Teresina,"CRAS SUL III ""MARIA DE JESUS SOARES DIOCESANO""",,,63 - 2050,2050,,HOSPITAL GERAL DO PROMORAR.,PROMORAR,64027140,"-5.148023635835582\,-42.781314253807075",2026-03-12T04:09:12.025Z
22110020385,221100,PI,Teresina,CRAS SUL IV (ESPAÇO FAMÍLIA CIDADÃ),,,SÃO RAIMUNDO - 553,553,,PRÓXIMO À PARADA FINAL DE ÔNIBUS.,REDENÇÃO,64017017,"-5.1192651816980606\,-42.79192447676907",2026-03-12T04:09:12.025Z
22110038290,221100,PI,Teresina,CRAS NORTE V (VIEIRA TORANGA),,,MINISTRO SÉRGIO MOTA - 0,0,PARQUE STAEL,CENTRO DE ARTES E ESPORTES UNIFICADOS - CEU,SANTA MARIA DA CODIPI,64012780,"-4.985283356364315\,-42.82221794128418",2026-03-12T04:09:16.058Z
22110038292,221100,PI,Teresina,"CRAS SUL V ""TERESA CRISTINA BRAGA DA SILVA""",,,QUADRA 05 - 9211,9211,CONJUNTO JATOBÁ II,PRÓXIMO A PRAÇA DIGNIDADE,ANGELIM,64034240,"-5.167615304553396\,-42.79052361845971",2026-03-12T04:09:17.061Z
22111004145,221110,PI,União,CRAS I -Centro de Referência da Assistência Social,,,ANEIRÃO COUTINHO - 00,00,,AABB,Centro,64120000,"-4.586\,-42.864",2026-03-12T04:09:12.336Z
22111020060,221110,PI,União,CRAS II Centro de Referência da Assistência Social,,,José Moita - 0,0,,,São Sebastião,64120000,"-4.583611691323965\,-42.85133600234986",2026-03-12T04:09:12.336Z
22112005060,221120,PI,Uruçuí,CRAS AEROPORTO,,,SANTOS DUMONT S/N - 0,0,,Delegacia policia civil,AEROPORTO,64860000,"-7.247578516619518\,-44.54914212226868",2026-03-12T04:09:13.751Z
22113002139,221130,PI,Valença do Piauí,CRAS I,,,PROFESSOR JOAO SOARES - 0,0,COMPLEXO CARMINA VELOSO,,CENTRO,64300000,"-6.402755025130707\,-41.73695325851441",2026-03-12T04:09:13.397Z
22113020212,221130,PI,Valença do Piauí,CRAS II,,,RUA JOSE DE SOUSA LACERDA - 0,0,BR 316,ACESSO PELA BR 316,VALENCINHA,64300000,"-6.408\,-41.746",2026-03-12T04:09:13.397Z
22113515076,221135,PI,Várzea Branca,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,praça santa teresinha - 01,01,,,CENTRO,64773000,"-9.238870926939668\,-42.964332103729255",2026-03-12T04:09:14.071Z
22114003931,221140,PI,Várzea Grande,CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL,,,RUA 02 - 00,00,,Próximo a Quadra de Esporte em frente da Emater.,PARQUE VANESSA,64525000,"-6.544837117542186\,-42.249555587768555",2026-03-12T04:09:13.397Z
22115001931,221150,PI,Vera Mendes,CRAS CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL,,,PIAUÍ - 111,111,,,CENTRO,64568000,"-7.5977098821256\,-41.518565765525",2026-03-12T04:09:13.180Z
22116004538,221160,PI,Vila Nova do Piauí,CRAS VILA NOVA,,,Santo Antônio - 215,215,s/c,frente a prefeitura municipal,Centro,64688000,"-7.209389401913933\,-40.98449707031251",2026-03-12T04:09:13.060Z
22117004195,221170,PI,Wall Ferraz,CENTRO DE REFERÊNCIA DA ASSISTENCIA SOCIAL - CASA DAS FAMÍLIAS,,,João Ricardo de Moraes - 200,200,,,CENTRO,64548000,"-7.235381341030269\,-41.91022396087647",2026-03-12T04:09:15.518Z
23001006462,230010,CE,Abaiara,CRAS I - SEDE,,,JOAQUIM LEITE DA CUNHA - 268,268,,PRÓXIMO A SECRETARIA DE EDUCAÇÃO,CENTRO,63240000,"-7.361211890041198\,-39.051020741444525",2026-03-12T04:09:13.822Z
23001020547,230010,CE,Abaiara,CRAS II,,,"CE, 393, SITIO BREJINHO - 00",00,,PRÓXIMO A CAPELA SÃO JOSÉ,Vila São José,63240000,"-7.349166190873685\,-39.033490419387824",2026-03-12T04:09:15.518Z
23001502777,230015,CE,Acarapé,CRAS sede,,,CHICO VIEIRA - 0,0,sem complemento,PROX DO FORUM,Centro,62785000,"-4.22433752499484\,-38.70800971984864",2026-03-12T04:09:12.842Z
23002002823,230020,CE,Acaraú,CRAS II,,,Avenida Padre Antônio Tomás - 2540,2540,,ANTIGO PÓLO DE CONVIVÊNCIA SOCIAL.,MORADA NOVA,62580000,"-2.913671571485051\,-40.11928081512452",2026-03-12T04:09:14.542Z
23002002825,230020,CE,Acaraú,CRAS SAMUEL ANDERSON FERREIRA DOS SANTOS,,,SANTO ANTONIO - 1178,1178,,vizinho ao INSS,CENTRO,62580000,"-2.8825602380905546\,-40.122123956680305",2026-03-12T04:09:14.542Z
23003002787,230030,CE,Acopiara,CRAS I - Raimunda Isabel Duarte,,,Francisco Pereira de Souza - 45,45,,Antiga Facomel,Vila Esperança,63560000,"-6.095\,-39.453",2026-03-12T04:09:13.981Z
23003020283,230030,CE,Acopiara,CRAS II - Antonio Francisco do Nascimento,,,Cicero Mandu - 170,170,,Vizinho ao Fórum Municipal,Vila Nova,63560000,"-6.095\,-39.453",2026-03-12T04:09:13.981Z
23003020335,230030,CE,Acopiara,CRAS III- Maria Ramos Barros,,,Manoel Ferreira de Andrade - 815,815,,Próximo a padaria do Valcides,Vila Moreira,63560000,"-6.09496888574475\,-39.452861845493324",2026-03-12T04:09:13.981Z
23004001073,230040,CE,Aiuaba,CRAS ARMANDO ARRAES FEITOSA,,,Francisco Lourenço Neto - 00,00,,,Caiçara,63575000,"-6.558011363639811\,-40.12181282043458",2026-03-12T04:09:13.566Z
23005001425,230050,CE,Alcântaras,CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,Praça Gregório Cunha Freire - 375,375,,Praça Gregório Cunha,Bela Vista,62120000,"-3.589\,-40.546",2026-03-12T04:09:14.335Z
23006004153,230060,CE,Altaneira,CRAS SUSTENTABILIDADE E CIDADANIA,,,JOÃO GONÇALVES - 614,614,,Ao lado do ginásio Poliesportivo,SANTA TEREZA,63195000,"-7.001805288830658\,-39.74072456359864",2026-03-12T04:09:13.751Z
23006020225,230060,CE,Altaneira,CRAS SÃO ROMÃO,,,SÃO ROMÃO - 0,0,,Perto da capela.,ZONA RURAL,63195000,"-6.9778831\,-39.669396",2026-03-12T04:09:13.751Z
23007004095,230070,CE,Alto Santo,CRAS Casa do Cidadão,,,Aderson Bessa - 00,00,,Por trás Escola Estadual Francisco Nonato Freire,Dom Pompeu,62970000,"-5.515247146643148\,-38.266196250915534",2026-03-12T04:09:13.001Z
23007502442,230075,CE,Amontada,CRAS - Centro de Referência de Assistência Social,,,Antonio Tomé - 520,520,Zona Urbana,Próximo Comercial Gobério,Flores,62540000,"-3.367793333819679\,-39.830503463745124",2026-03-12T04:09:14.335Z
23007520531,230075,CE,Amontada,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - REGIÃO PRAIANA,,,Principal - 00,00,Zona Praiana,padaria do Lopim,Distrito de Sabiaguaba,62540000,"-3.237033234383688\,-39.78771686553956",2026-03-12T04:09:14.335Z
23008002349,230080,CE,Antonina do Norte,CRAS - Centro de Referência de Assistência Social,,,ANANIAS DE MATOS ARRAIS - 250,250,Casa,Na saída para Assaré,Serraria I,63570000,"-6.773822778199529\,-39.981565475463874",2026-03-12T04:09:13.566Z
23009002056,230090,CE,Apuiarés,CRAS SEDE - APUIARÉS-CE,,,JOSÉ LOPES FILHO - 369,369,,Prox a pousada Princesa do Vale,CENTRO,62630000,"-3.947458826647098\,-39.43281501531602",2026-03-12T04:09:12.786Z
23009020254,230090,CE,Apuiarés,CRAS RURAL SALGADO - APUIARÉS-CE,,,SALGADO - 02,02,,"Comunidade de Salgado, na Rua Principal",ZONA RURAL,62630000,"-3.9476113498401784\,-39.432839155197144",2026-03-12T04:09:12.786Z
23010001541,230100,CE,Aquiraz,CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL - CRAS PRAINHA,,,"Damião Tavares de Sousa,  - 414",414,,Viz. ao Mercadinho Reis,PRAINHA,61700000,"-3.9017635\,-38.3480875",2026-03-12T04:09:12.786Z
23010001547,230100,CE,Aquiraz,CRAS CENTRO DE REFERÊNCIA DA ASSISTÊNCIA SOCIAL - CRAS SEDE,,,JOÃO LIMA - 0,0,,CRECHE CRIANÇA FELIZ,GRUTA,61700000,"-3.906557520633059\,-38.38923454284668",2026-03-12T04:09:12.786Z
23010015293,230100,CE,Aquiraz,CRAS INDÍGENA,,,LAGOA ENCANTADA - 0,0,COMUNIDADE JENIPAPO KANINDÉ,VIZINHO AO PSF INDÍGENA,IGUAPE,61700000,"-3.97645859351747\,-38.3943506722033",2026-03-12T04:09:12.786Z
23010020343,230100,CE,Aquiraz,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - CAMARÁ,,,José Amora Moreira - 0,0,,,TELHA - CAMARÁ,61700000,"-3.9622699\,-38.4667139",2026-03-12T04:09:12.786Z
23010035955,230100,CE,Aquiraz,CRAS JUSTINIANO DE SERPA,,,José da Silva Assunção - 50,50,,Estrada do Cemitério,JUSTIANO DE SERPA,61700000,"-3.97645859351747\,-38.3943506722033",2026-03-12T04:09:16.280Z
23010040401,230100,CE,Aquiraz,CRAS FAGUNDES,,,CE 453 - 0,0,,Ao lado da UBS Fagundes,FAGUNDES,61700000,,2026-03-12T04:09:15.742Z
23011001116,230110,CE,Aracati,CRAS NOSSA SENHORA DE FATIMA,,,Tabajara - 795,795,,VIZINHO AO COLÉGIO RAÍZES E ASAS,Nossa Senhora de Fátima,62800000,"-4.55288566816975\,-37.76921510696412",2026-03-12T04:09:13.060Z
23011001124,230110,CE,Aracati,CRAS NOSSA SENHORA DE LOURDES,,,Alexandre Lima - 142,142,,POR TRAS ESTÁDIO MUNICIPAL CORONEL VIRGÍLIO TÁVORA,Nossa Senhora de Lourdes,62800000,"-4.571259410783457\,-37.76749849319459",2026-03-12T04:09:13.060Z
23011006639,230110,CE,Aracati,CRAS LAGOAS,,,Nossa Senhora das Graças - 10,10,,PRÓXIMO À QUADRA ESPORTIVA,Zona Rural,62800000,"-4.641947922377873\,-37.78544783592225",2026-03-12T04:09:13.120Z
23011006643,230110,CE,Aracati,CRAS LITORAL,,,São Chico - 0,0,,Ao lado da Caixa D'água da CAGECE,Zona Rural,62800000,"-4.639167569369431\,-37.59364320956593",2026-03-12T04:09:13.120Z
23012002308,230120,CE,Aracoiaba,CRAS - CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL - SEDE,,,Da Independência - 00,00,,PRÓXIMO À PREFEITURA MUNICIPAL DE ARACOIABA.,PLANALTO,62750000,"-4.374578531116354\,-38.80890369415284",2026-03-12T04:09:12.679Z
23012020119,230120,CE,Aracoiaba,CRAS CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL DE IDEAL,,,JAIME DE SOUSA NOBRE - 00,00,DISTRITO DE IDEAL,ANTIGO PRÉDIO DOS CORREIOS,CENTRO,62754000,"-4.428267751202052\,-38.67197155952454",2026-03-12T04:09:15.596Z
23012501080,230125,CE,Ararendá,CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL - CRAS/CASA DA FAMILIA,,,FRANCISCO MOURÃO LIMA - 496,496,,VIZINHO À CÂMARA MUNICIPAL DE ARARENDÁ.,CENTRO,62210000,"-4.750239430919437\,-40.83095133304597",2026-03-12T04:09:14.246Z
23013003995,230130,CE,Araripe,CRAS PADRE RAIMUNDO ARAUJO E SILVA,,,Antonio Henrique de Lima - 00,00,ZONA URBANA,Próximo a STDS-M,CENTRO,63170000,"-7.211104415660913\,-40.138792544603355",2026-03-12T04:09:13.566Z
23013038016,230130,CE,Araripe,CRAS MARIA DE MORAIS VELOSO RODOVALHO,,,Felix Pereira - 01,01,Distrito do Pajeú,Proximo a Capela.,Zona Rural,63170000,"-7.207090288736051\,-40.20071268081666",2026-03-12T04:09:16.722Z
23013040335,230130,CE,Araripe,CRAS SILVANY INÁCIO DE SOUSA,,,MARECHAL CASTELO BRANCO  - 00,00,,VIZINHO A ESCOLA LUIZ GUEDES,DISTRITO DE BREJINHO,63170000,"-7.213\,-40.046",2026-03-12T04:09:17.735Z
23014002785,230140,CE,Aratuba,CRAS MARIA CONSUELO GOMES LIMA,,,José Ivan Santos - 127,127,,,CENTRO,62762000,"-4.418897287984667\,-39.04513120651245",2026-03-12T04:09:12.628Z
23015001794,230150,CE,Arneiroz,CRAS ARNEIROZ,,,ANTONIO LOUREIRO LINO - 49,49,,,CENTRO,63670000,"-6.321739390810855\,-40.162056684494026",2026-03-12T04:09:12.945Z
23016002328,230160,CE,Assaré,CRAS ANTÔNIO OSVALDO ALVES TEIXEIRA,,,RUA MAESTRO JOSINO ROBERTO - 259,259,,PRÓXIMO A RODOVIÁRIA,CENTRO,63140000,"-6.874\,-39.875",2026-03-12T04:09:13.620Z
23017002783,230170,CE,Aurora,CRAS MENINO DEUS,,,Antônio Landim de Macedo - 69,69,,próximo a Luciana Cell.,Centro,63360000,"-6.942061573297699\,-38.970544338226325",2026-03-12T04:09:13.688Z
23018003260,230180,CE,Baixio,MARIA PIRES LUSTOSA,,,Centro Administrativo Cícero Henrique Brasileiro - 0000,0000,Praça dos Três Poderes,AO LADO DO FÓRUM,CENTRO,63320000,"-6.731950967039536\,-38.719146251678474",2026-03-12T04:00:53.660Z
23018501091,230185,CE,Banabuiú,CRAS VALE DAS BORBOLETAS,,,BRASILIA - 218,218,,,BRASILIA,63960000,"-5.31\,-38.921",2026-03-12T04:09:13.001Z
23018520503,230185,CE,Banabuiú,CRAS ROSALINA LIMA DE SOUSA,,,ANA MARIA DA CONCEIÇÃO - 184,184,,,Centro,63960000,"-5.31\,-38.921",2026-03-12T04:09:13.001Z
23019002335,230190,CE,Barbalha,CRAS - Centro de Referência de Assistência Social - Santo Antônio,,,General Costa Cavalcante - 0,0,,Fica próximo ao UBS Centro,Centro,63090001,"-7.300599391296257\,-39.302880764007575",2026-03-12T04:09:13.620Z
23019020189,230190,CE,Barbalha,CRAS - Centro de Referência de Assistência Social - Malvinas,,,Travessa - P 12 - 90,90,,Em frente a UBS do bairro Malvinas,Malvinas,63180000,"-7.301578441215842\,-39.30054187774659",2026-03-12T04:09:13.620Z
23019504085,230195,CE,Barreira,CRAS - CENTRO DE REFERENCIA DA ASSISTENCIA SOCIAL DE BARREIRA,,,RUA CALOS NEMER - 300,300,,POR TRÁS DA IGREJA CATÓLICA,BONSUCESSO,62795000,"-4.293213697028108\,-38.64870429017174",2026-03-12T04:09:12.628Z
23020004163,230200,CE,Barro,CRAS BARRO,,,MAJOR JANUÁRIO - 00,00,,,CENTRO,63380000,"-7.178592558684827\,-38.778693974018104",2026-03-12T04:09:13.822Z
23020504101,230205,CE,Barroquinha,SEMEANDO LARES,,,DIAMANTINAS VERAS - 00,00,,PRÓXIMO A LOTÉRICA,CENTRO,62410000,"-3.0204892991927967\,-41.134083867073066",2026-03-12T04:09:14.150Z
23021002771,230210,CE,Baturité,CRAS URBANO - MONDEGO,,,MAJOR PEDRO CATÃO - 00,00,sn,Antiga rodoviária,MONDEGO,60760000,"-4.317248017130208\,-38.882911205291755",2026-03-12T04:09:12.729Z
23021020239,230210,CE,Baturité,CRAS II - RURAL - CANDEIAS BOA VISTA,,,CORAÇÃO DE JESUS - 0,0,ZONA RURAL,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL - MARIA DE LOURDES DA SILVEIRA,CANDEIA BOA VISTA,62760000,"-4.298825160812074\,-38.85675430297852",2026-03-12T04:09:12.729Z
23021039721,230210,CE,Baturité,CRAS - CONSELHEIRO ESTELITA,,,Cel. Hermenegildo Furtado - 00,00,,próximo a igreja,Putiú,62760000,"-4.333060077319779\,-38.88370513916016",2026-03-12T04:09:16.550Z
23021040537,230210,CE,Baturité,CRAS RURAL - JORDÃO,,,JORDÃO - 00,00,,VIZINHO AO SITIO JORDÃOZINHO,JORDÃO,62760000,,2026-03-12T04:09:17.735Z
23022003312,230220,CE,Beberibe,CRAS Litoral I - MARIA LUCIA RAMALHO MARTINS,,,OSMAR SOMBRA - 388,388,,Ao lado do FORUM,CENTRO,62840000,"-4.1874548234668945\,-38.12643170356751",2026-03-12T04:09:12.679Z
23022006358,230220,CE,Beberibe,CRAS SERTÃO - SABINO ANTÔNIO DE MORAIS,,,Travessa com Avenida Ester Fernandes - 0,0,CENTRO,Ao lado do Polo de Convivência,SERRA DO FÉLIX,62846000,"-4.474776005983012\,-38.165388107299805",2026-03-12T04:09:12.628Z
23022035420,230220,CE,Beberibe,CRAS Litoral II - Raimundo Pereira Albuquerque,,,FRANCISCO XAVIER - 00,00,,Entrada do Distrito,DISTRITO DE PARIPUEIRA,62844000,"-4.373401796591467\,-37.92566299405735",2026-03-12T04:09:16.280Z
23023003345,230230,CE,Bela Cruz,CRAS (CENTRO DE REFERÊNCIA DE ASSISTÊNCIA SOCIAL,,,Coronel Duca - 00,00,-,Próximo a Escola Profissionalizante Júlio França,Chapadinha,62570000,"-3.0580720448530196\,-40.175937651802094",2026-03-12T04:09:14.542Z
23024003893,230240,CE,Boa Viagem,CRAS I - Sérgio Amaro Sátiro Fernandes,,,MARIA DE NAZARÉ BEZERRA - 10,10,,Atrás do Centro de Esportes,VILA HOLANDA,63870000,"-5.133314795103301\,-39.733517467975624",2026-03-12T04:09:13.001Z
23024003897,230240,CE,Boa Viagem,CRAS FRANCISCO SALES DO NASCIMENTO - CRAS II,,,JOSÉ VIEIRA DE FREITAS - 100,100,,,COHAB,63870000,"-5.087973317862868\,-39.808981418609626",2026-03-12T04:09:13.001Z
23025004015,230250,CE,Brejo Santo,CRAS RENÊ LUCENA - CRAS I,,,FOTÓGRAFA NANE BASILO - 41,41,,,PEDRO NICODEMOS,63260000,"-7.493\,-38.985",2026-03-12T04:09:13.566Z
23025020018,230250,CE,Brejo Santo,CRAS MORRO DOURADO - CRAS II,,,Guilherme Fernandes Batista - 00,00,,,Morro Dourado,63260000,"-7.493\,-38.985",2026-03-12T04:09:13.566Z
23026002754,230260,CE,Camocim,CRAS I - IRMÃ PEDRINA,,,NOSSA SENHORA DAS GRAÇAS - 00,00,,Antigo ABC,OLINDA,62400000,"-2.9163770972557352\,-40.84333240985871",2026-03-12T04:09:15.518Z
23026002755,230260,CE,Camocim,CRAS II - PROFESSOR IVAN PEREIRA DE CARVALHO,,,24 DE MAIO - 2911,2911,,,PRAIA,62400000,"-2.8895519243797\,-40.847940444946296",2026-03-12T04:09:15.518Z
23027002740,230270,CE,Campos Sales,CRAS - Luiza Laurinda de Souza,,,JOSÉ ALVES - 00,00,,PRÓXIMO A POLI CLINICA E ASSOCIAÇÃO CONSELHO DE PAIS.,ALTO ALEGRE,63150000,"-7.070218948234341\,-40.37331819534302",2026-03-12T04:09:13.620Z
23027039321,230270,CE,Campos Sales,CRAS - Miguel Cortez,,,Conjunto Lindalva Lima Martins - 00,00,,,Poço,63150000,"-7.085172774995287\,-40.37322700023652",2026-03-12T04:09:19.824Z
23028001832,230280,CE,Canindé,CRAS Centro de Referência da Assistência Social - II/ Palestina,,,Antonio Monteiro dos Santos  - 1,1,-,CAIC,Palestina,62700000,"-4.367389723096526\,-39.31179642677308",2026-03-12T04:09:12.679Z
23028001835,230280,CE,Canindé,CRAS Centro de Referência da Assistência Social - I/ Santa Clara,,,Antonio Santiago  - 0000,0000,-,POR TRÁS DA SECRETARIA DA ASSISTÊNCIA SOCIAL,SANTA LUZIA,62700000,"-4.354135177800155\,-39.31903839111329",2026-03-12T04:09:12.679Z
23028020368,230280,CE,Canindé,CRAS Centro de Referência da Assistência Social - IV/ Monte,,,Joaquim Teodoro da Silva - 42,42,-,Próximo à Igreja do Monte,Monte,62700000,"-4.3615594636172705\,-39.318201541900635",2026-03-12T04:09:12.679Z
23028030343,230280,CE,Canindé,CRAS Centro de Referência da Assistência Social - III/Bela Vista,,,AV. LUCIANO MAGALHAES - 56,56,CASA,PROXIMO AO VINI PORTAS,CAMPINAS,62700000,"-4.346551686316702\,-39.31260779500008",2026-03-12T04:09:12.679Z
23029002116,230290,CE,Capistrano,PADRE BERNARDO BOURASSA,,,ANTONIO FERNANDES BEZERRA - 0,0,,posto de saúde-sede,CENTRO,62748000,"-4.470056429351709\,-38.90093822468772",2026-03-12T04:09:12.628Z
23029020401,230290,CE,Capistrano,CRAS CARQUEIJA,,,CARQUEIJA DOS ALVES - 0,0,,,ZONA RURAL,62748000,"-4.474947144077991\,-38.93589019775391",2026-03-12T04:09:12.628Z
23030001673,230300,CE,Caridade,CRAS - Francisco de Menezes Pimentel Neto,,,Av. Coronel Francisco Linhares - 2103,2103,,PROXIMO colégio Carmosina,CENTRO,62730000,"-4.232\,-39.193",2026-03-12T04:09:15.518Z
23030020491,230300,CE,Caridade,CRAS PADRE KILIANO,,,Monsenhor Dantas - 0,0,CAMPOS BELOS,PROXIMO A IGREJA,CENTRO,62734000,"-4.232\,-39.193",2026-03-12T04:09:15.518Z
23031004183,230310,CE,Cariré,CRAS IRANY ALVES DA SILVA SOUSA,,,MANOEL HONORIO DE BRITO - 470,470,,,CENTRO,62184000,"-3.9483552344856108\,-40.475660562515266",2026-03-12T04:09:14.448Z
23031033563,230310,CE,Cariré,CRAS ANTONIA MARIA DOS PRAZERES ROCHA-ZONA RURAL,,,APRIGIO SOARES - 800,800,,proximo a igreja na localidade de Tapuio.,DISTRITO DE TAPUIO,62184000,"-4.011320767618649\,-40.44811964035035",2026-03-12T04:09:16.550Z
23032002775,230320,CE,Caririaçu,CRAS - TEREZINHA VIEIRA,,,AVENIDA PADRE CICERO - 0,0,,PRÓXIMO A CRECHE DONA MARTINHA,PADRE CICERO,63220000,"-7.042856824272389\,-39.28410744614666",2026-03-12T04:09:13.751Z
23032020365,230320,CE,Caririaçu,CRAS - Mestre Neco,,,Pedro Gomes de Lima  - 0,0,,Vizinho a Walter Lustosa,Palestina,63220000,"-7.035483106119038\,-39.2782323361098",2026-03-12T04:09:13.751Z
23033002821,230330,CE,Cariús,CRAS Sede Centro de Referência de Assistência Social,,,RAUL NOGUEIRA II - 00,00,-,Prédio do Antigo Grêmio - Próximo a prefeitura Municipal,Centro,63530000,"-6.537\,-39.497",2026-03-12T04:09:15.596Z
23033020011,230330,CE,Cariús,CRAS - Centro de Referência de Assistência Social - Caipu,,,RUA DA LAGOA - 104,104,Zona Rural,Próximo a Igreja Assembleia de Deus.,CAIPU,63530000,"-6.633173028321029\,-39.327736794948585",2026-03-12T04:09:13.517Z
23034003326,230340,CE,Carnaubal,CRAS SEDE - CARNAUBAL - CE,,,JOSE BARROSO - 319,319,,,Cruzeiro,62375000,"-4.160039957539584\,-40.94152710651542",2026-03-12T04:09:14.448Z
23034010255,230340,CE,Carnaubal,CRAS II FAVEIRA - CARNAUBAL - CE,,,Rua José Francisco de Medeiros  - 0,0,DISTRITO,Antiga escola José Francisco de Medeiros,FAVEIRA,62375000,"-4.06048681104749\,-40.96420786627278",2026-03-12T04:09:14.448Z
23034012671,230340,CE,Carnaubal,CRAS III OLHO D´AGUA - CARNAUBAL - CE,,,SITIO OLHO D`ÁGUA  - 00,00,,Próximo a capela de Nossa Senhora de Fátima,SITIO,62375000,"-4.189277421388418\,-40.94135999657738",2026-03-12T04:09:14.448Z
23034035311,230340,CE,Carnaubal,CRAS IV CACHOEIRA - CARNAUBAL - CE,,,FLEXEIRAS - 00,00,,FAZENDA SANTANA,FLEXEIRA,62375000,"-4.169385551951506\,-40.91327369213105",2026-03-12T04:09:16.400Z
23034040559,230340,CE,Carnaubal,CRAS SEMIARIDO - CARNAUBAL - CE,,,Barro Vermelho - 00,00,casa,Próximo a Unidade Básica de Saúde,Semiarido,62375000,,2026-03-12T04:09:16.779Z
23035003320,230350,CE,Cascavel,CRAS SEDE I - ALTO LUMINOSO,,,Major Engenheiro José Goiano Primo - 2376,2376,,PROXIMO AO RAIO.,Alto Luminoso,62850000,"-4.23913575751063\,-38.3003520005659",2026-03-12T04:09:12.679Z
23035015152,230350,CE,Cascavel,CRAS Sede II - Planalto,,,Nossa Senhora do Perpetuo Socorro - 508,508,-,,Planalto,62850000,"-4.237262641264914\,-38.30027103424073",2026-03-12T04:09:12.679Z
23035020423,230350,CE,Cascavel,CRAS Guanacés,,,IZAAC BENICIO - 970,970,-,PROXIMO A PRAÇA DA MATRIZ,GUANACES,62850000,"-4.131\,-38.236",2026-03-12T04:09:12.679Z
23035030096,230350,CE,Cascavel,CRAS Caponga,,,Lauriano de Paula Santana - 537,537,,Em frente ao Supermercado Ricardo,Caponga,62852000,"-4.131\,-38.236",2026-03-12T04:09:12.628Z
23036003944,230360,CE,Catarina,JOÃO RODRIGUES MARTINS,,,OSTERNO FEITOSA FERRO - 100,100,,,PEDREIRAS,63595000,"-6.135674479880837\,-39.88026380539453",2026-03-12T04:09:13.822Z
23036040473,230360,CE,Catarina,CRAS JOSÉ GOMES DE CARVALHO,,,SÃO GONÇALO - 00,00,,PRÓXIMO AO POSTO DE SAÚDE,ZONA RURAL,63595000,,2026-03-12T04:09:17.127Z
23036502087,230365,CE,Catunda,CRAS CASA DAS FAMÍLIAS,,,SÃO JOSÉ - 186,186,,,CENTRO,62297000,"-4.648012009498656\,-40.20015478136202",2026-03-12T04:09:14.692Z
23037001195,230370,CE,Caucaia,CRAS EDSON DA MOTA CORRÊA,,,SANTA HELENA - 2585,2585,,FUNPEM,PARQUE SOLEDADE,61602700,"-3.7380988140913742\,-38.653770089149475",2026-03-12T04:09:12.679Z
23037001200,230370,CE,Caucaia,CRAS FRANCISCA ESTRELA TORQUATO,,,Vicente Sales - 850,850,,Escola Dalva Pontes,Cigana,61605320,"-3.7433013\,-38.6642714",2026-03-12T04:09:12.679Z
23037001204,230370,CE,Caucaia,CRAS PEDRO TOMÉ RODRIGUES - JUREMA,,,Mateus Lemos - 4401,4401,,Lar Fabiano de Cristo,Marechal Rondon,61661152,"-3.7792534\,-38.6233373",2026-03-12T04:09:12.336Z
23037001340,230370,CE,Caucaia,CRAS PARQUE DAS NAÇÕES,,,Oscar Pedrosa Horta - 2102,2102,,Antigo Colégio Beija-flor,Parque Albano,61645200,"-3.7397206499999998\,-38.6130642339628",2026-03-12T04:09:12.515Z
23037020672,230370,CE,Caucaia,CRAS ANTONIO FAÇANHA DE MENEZES - GRILO,,,Júlia da Silva Oliveira - 852,852,,Escola Municipal Maria das Dores,GRILO,61600370,"-3.7238516\,-38.665104",2026-03-12T04:09:12.679Z
23037020673,230370,CE,Caucaia,CRAS FRANCISCO DE ASSIS MARTINS NOGUEIRA - GUADALAJARA,,,CONSULNEL - 579,579,,Proximidades do Cemitério do Potira,PARQUE POTIRA II,61600004,"-3.7632629294934223\,-38.62029075622559",2026-03-12T04:09:12.150Z
23037020675,230370,CE,Caucaia,CRAS PERPÉTUA MAGALHÃES - METRÓPOLE,,,127 - 118,118,,POR TRÁS DO COLÉGIO PADRE MORORÓ,NOVA METRÓPOLE,61658220,"-3.7633057523006928\,-38.65488052368165",2026-03-12T04:09:12.025Z
23037035751,230370,CE,Caucaia,CRAS JOSÉ TURIBIO DE SOUSA - ARATURI,,,CENTRAL - 0,0,Praça PEC,CEI OLGA E PARSIFAL BARROSO.,ARATURI,61655190,"-3.7687978\,-38.6317787",2026-03-12T04:09:16.058Z
23037037339,230370,CE,Caucaia,CRAS LITORAL,,,Ivan Bezerra - 42,42,,,Camurupim,61625185,"-3.7059912\,-38.6556844",2026-03-12T04:09:19.770Z
